OBJECTID,Subdistric,Diameter,Bursts_Cou,Length_M,Bursts_per,Pressure_A,CNXDensity,Soil_Type,Soil_Code,Soil_RiskN,Era,Era_Code,Era_Risk,Material,Material_1,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Co,Landuse_Du,Location,rain_15yravg,rain_30yravg,rcp26_2035,rcp26_2050,rcp45_2035,rcp45_2050,rcp85_2035,rcp85_2050
2249,Trents,3,8,81.421,0.098,39.126,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1404.67782432,72.1898446,161.2846591,Rural,R,0,N,128.41528526512352,117.44498732283309,98.80033060022302,121.52916954659126,150.7839873030379,108.06196264318518,144.52223556106156,103.7453285423485
2250,Trents,4,8,81.421,0.098,39.126,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1404.67782432,72.1898446,161.2846591,Rural,R,0,N,126.64746780395508,117.20507049560547,98.52673645019532,121.16226119995117,150.35081329345704,107.74105529785156,144.1005065917969,103.44358596801757
2251,Trents,8,8,81.421,0.098,39.126,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1404.67782432,72.1898446,161.2846591,Rural,R,0,N,128.96980866931733,117.30556978498187,98.75642794654483,121.52543585641044,150.7819526309059,108.01085099719819,144.45299711681548,103.69590395972843
2252,Trents,10,8,81.421,0.098,39.126,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1404.67782432,72.1898446,161.2846591,Rural,R,0,N,111.86704391479492,120.25788955688476,133.68000030517578,165.67746154785155,203.39756469726564,146.80539459228515,196.06370666503906,140.89008056640625
2253,Trents South,4,6,103.138,0.058,52.108,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1529.61442871,78.0985367,168.1267731,Urban,U,1,W,110.39727783203125,120.46956773237748,133.8028994473544,165.85990489612925,203.6214738325639,146.93197909268466,196.23515458540484,141.01063537597656
2254,Trents South,8,6,103.138,0.058,52.108,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1529.61442871,78.0985367,168.1267731,Urban,U,1,W,108.8910799528423,122.05834639699836,134.14976421155427,166.3448944091797,204.21732691714638,147.3164456016139,196.76439947831003,141.38586345471833
2255,Trents South,10,6,103.138,0.058,52.108,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1529.61442871,78.0985367,168.1267731,Urban,U,1,W,108.99441528320313,121.64941472592561,134.073102204696,166.23267928413722,204.07875193720278,147.23311648161516,196.6494140625,141.3048254925272
2256,Trents South,12,6,103.138,0.058,52.108,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1529.61442871,78.0985367,168.1267731,Urban,U,1,W,109.50499725341797,120.93777465820313,133.8938201904297,165.9819366455078,203.772265625,147.0290771484375,196.36801452636718,141.10440368652343
2257,Trents South,16,6,103.138,0.058,52.108,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1529.61442871,78.0985367,168.1267731,Urban,U,1,W,132.2501841312697,119.2649317508986,104.00862570369945,127.46371043229304,157.35849640149027,113.35654263536469,151.21316605255385,108.50700166846524
2258,Tudor Bridge,4,1,81.533,0.012,8.715,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1480.58319092,77.8636398,166.4372101,Urban,U,1,W,133.2028605143229,119.42716301812067,103.91176181369357,127.33232031928168,157.19906616210937,113.25645107693143,151.07894727918836,108.41054958767361
2259,Tudor Bridge,5,1,81.533,0.012,8.715,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1480.58319092,77.8636398,166.4372101,Urban,U,1,W,133.53532867431642,119.44601211547851,102.96988296508789,126.18501358032226,155.82667846679686,112.19585418701172,149.66204986572265,107.3863136291504
2260,Tudor Bridge,8,1,81.533,0.012,8.715,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1480.58319092,77.8636398,166.4372101,Urban,U,1,W,132.40967305501303,119.20011393229167,103.00522867838542,126.24586232503255,155.9019571940104,112.2244135538737,149.70079549153647,107.41367594401042
2261,Tudor Bridge,18,1,81.533,0.012,8.715,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1480.58319092,77.8636398,166.4372101,Urban,U,1,W,134.63865661621094,126.45173645019531,102.18887329101562,125.92374420166016,154.9015655517578,111.84137725830078,149.57186889648437,107.2758560180664
2262,Turnpike Corner,3,0,9.391,0,51.61,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1503.32348633,84.5213849,166.722431,Rural,R,0,S,134.44461059570312,126.5791015625,102.18887329101562,125.92374420166016,154.9015655517578,111.84137725830078,149.57186889648437,107.2758560180664
2263,Turnpike Corner,7,0,9.391,0,51.61,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1503.32348633,84.5213849,166.722431,Rural,R,0,S,134.59014511108398,126.48357772827148,102.18887329101562,125.92374420166016,154.9015655517578,111.84137725830078,149.57186889648437,107.2758560180664
2264,Turnpike Corner,11,0,9.391,0,51.61,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1503.32348633,84.5213849,166.722431,Rural,R,0,S,155.1329592191256,124.65860161414513,89.57280467106746,109.46037850013145,135.6246138352614,97.3842779306265,129.9654992910532,93.15632306612454
2265,Two Mile Hill,3,0,979.242,0,29.253,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1493.44558105,81.4618164,166.4824707,Urban,U,1,W,157.99203075062144,125.20883109352805,90.75840759277344,110.91265938498758,137.3269833651456,98.76527820933948,131.82437549937856,94.50109793923117
2266,Two Mile Hill,4,0,979.242,0,29.253,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1493.44558105,81.4618164,166.4824707,Urban,U,1,W,156.38450140702096,124.85137256823089,89.93650737561677,109.90971655594676,136.1516241776316,97.80780149760999,130.5352887605366,93.56857621042352
2267,Two Mile Hill,9,0,979.242,0,29.253,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1493.44558105,81.4618164,166.4824707,Urban,U,1,W,157.35146236419678,124.98098134994507,90.06085538864136,110.04649829864502,136.30755996704102,97.955718994140625,130.73766422271729,93.71463346481323
2268,Two Mile Hill,10,0,979.242,0,29.253,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1493.44558105,81.4618164,166.4824707,Urban,U,1,W,160.3125762939453,125.5806167602539,90.98296966552735,111.16187744140625,137.60680236816407,99.03666839599609,132.19793090820312,94.77083435058594
2269,Two Mile Hill,18,0,979.242,0,29.253,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1493.44558105,81.4618164,166.4824707,Urban,U,1,W,101.08593477521624,106.01502227783203,98.7347880772182,123.20504324776786,150.3157479422433,108.09352711268834,145.71089717320032,104.50579289027623
2270,Union,3,0,576.517,0,31.312,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1306.5114407,66.929579,149.2727559,Urban,U,1,S,101.15126376342774,106.17682962036133,98.8883109741211,123.40406713867188,150.55631530761718,108.26194009399414,145.93674047851562,104.66666458129883
2271,Union,4,0,576.517,0,31.312,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1306.5114407,66.929579,149.2727559,Urban,U,1,S,100.94250900268554,106.09404815673828,98.77488357543945,123.26048522949219,150.3804461669922,108.13576278686523,145.77146240234376,104.54842086791992
2272,Union,6,0,576.517,0,31.312,0,Shallow Soils,H,2,1860-1969,D,4,C,C,4,I,1306.5114407,66.929579,149.2727559,Urban,U,1,S,134.07828228290265,124.59806295541617,106.79385199913612,132.2558840238131,161.9965573824369,116.96541830209586,156.86382528451773,112.55966479961688
2273,Upper Brighton,4,0,399.324,0,37.998,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1465.87697347,82.6288567,164.3912061,Urban,U,1,S,134.19131469726562,124.8599853515625,106.79881286621094,132.2617950439453,162.01275634765625,116.9697036743164,156.86285400390625,112.55754852294922
2274,Upper Brighton,7,0,399.324,0,37.998,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1465.87697347,82.6288567,164.3912061,Urban,U,1,S,100.70636038944639,138.18583731815733,116.13765216695852,142.6844745504445,176.77057410930766,126.5524260422279,169.11861498602505,121.320094667632
2275,Upper Canefield,4,0,368.588,0,33.402,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1548.87803141,84.9622091,170.8672104,Rural,R,0,N,101.21547726222447,138.18064062935966,115.05414744785854,141.31902858189173,175.17873164585657,125.30908039637974,167.43720899309432,120.10656901768276
2276,Upper Canefield,5,0,368.588,0,33.402,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1548.87803141,84.9622091,170.8672104,Rural,R,0,N,120.17125557208884,129.72162286166488,134.47312532622237,166.7266072240369,204.65635207603717,147.97055132635708,197.79341599036908,142.16034040779903
2277,Upper Carlton,3,10,592.662,0.017,12.673,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1531.44473877,82.0779701,170.1119427,Urban,U,1,W,120.02357570681951,130.24546692434666,134.13883783121025,166.26732385686014,204.1130855864128,147.6089056234444,197.31761763581133,141.82179503314262
2278,Upper Carlton,4,10,592.662,0.017,12.673,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1531.44473877,82.0779701,170.1119427,Urban,U,1,W,113.58737182617187,130.5566374834846,135.77515142104204,168.1319117826574,206.3183728386374,149.41359620935776,199.75212231804343,143.55807899026308
2279,Upper Carlton,6,10,592.662,0.017,12.673,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1531.44473877,82.0779701,170.1119427,Urban,U,1,W,149.11970011393228,123.30791473388672,81.84635670979817,99.19916280110677,123.44003041585286,88.51432291666667,118.1185302734375,84.58511606852214
2280,Upper Collymore Rock,2,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,144.56472778320312,122.27222442626953,81.03414154052734,97.33707046508789,121.26609802246094,87.54772567749023,116.81027603149414,83.63787078857422
2281,Upper Collymore Rock,3,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,147.83856528145927,123.08021817888532,81.53322437831334,98.68041610717773,122.82409340994698,88.1531252179827,117.6369879586356,84.23674774169922
2282,Upper Collymore Rock,4,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,146.38431549072266,122.66757249832153,81.28629207611084,98.01831102371216,122.05897998809814,87.85183906555176,117.22383832931519,83.93742847442627
2283,Upper Collymore Rock,5,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,149.88174438476562,123.49015045166016,81.54352569580078,98.946807861328125,123.12931823730469,88.17488098144531,117.6712875366211,84.26188659667969
2284,Upper Collymore Rock,7,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,147.86502075195312,122.95150756835938,81.18376159667969,98.2166519165039,122.27978515625,87.74698638916016,117.09058380126953,83.841461181640625
2285,Upper Collymore Rock,10,0,125.417,0,22.298,0,Smectoid Clay,M,5,Unknown,E,5,G,G,2,I,1477.52266439,79.3685392,164.7038701,Urban,U,1,W,135.11698444073016,128.6499305138221,104.78588280310997,128.7107414832482,158.69371267465445,114.64711526724008,153.0511756310096,109.8086899977464
2286,Valley,4,2,345.042,0.006,51.645,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1523.26776123,86.5739059,169.862999,Urban,U,1,W,95.61425866021051,130.50324503580728,119.44736056857639,146.7197502983941,181.29573398166232,130.39698791503906,174.02349175347223,124.92552778455946
2287,Vaucluse Factory,3,0,218.002,0,51.353,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1502.4107666,81.4025208,169.6735489,Rural,R,0,W,93.1419506072998,130.38547219170465,120.35900094774034,147.90462960137262,182.7092988755968,131.42282231648764,175.4102266099718,125.9243655734592
2288,Vaucluse Factory,8,0,218.002,0,51.353,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1502.4107666,81.4025208,169.6735489,Rural,R,0,W,166.5953826904297,135.81280517578125,114.71148681640625,141.3047332763672,174.11895751953125,125.31272888183594,167.54171752929687,119.8973159790039
2289,Vaughan's,3,0,37.029,0,55.596,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1667.57897949,90.5263481,173.3379707,Urban,U,1,E,168.37617591119582,135.64376141948085,113.6935550320533,139.90322777532762,172.5553446123677,124.12257582141507,165.9325197281376,118.74823514876827
2290,Vaughan's,4,0,37.029,0,55.596,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1667.57897949,90.5263481,173.3379707,Urban,U,1,E,129.9003448486328,123.37812042236328,85.34493255615234,104.24927520751953,128.99960327148437,92.778839111328125,124.14470672607422,88.942169189453125
2291,Vauxhall,1.5,53,3673.876,0.014,-43.381,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1440.55454508,78.5819961,162.343622,Urban,U,1,S,129.8374776204427,123.85994974772136,85.73134307861328,104.71850077311198,129.58006286621094,93.2134028116862,124.70536702473959,89.34671681722006
2292,Vauxhall,2,53,3673.876,0.014,-43.381,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1440.55454508,78.5819961,162.343622,Urban,U,1,S,130.57579188670928,123.59774869159587,85.20969783449635,104.02630911521541,128.76513694096536,92.61014238376062,123.89272545379342,88.7605964142142
2293,Vauxhall,3,53,3673.876,0.014,-43.381,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1440.55454508,78.5819961,162.343622,Urban,U,1,S,130.02857213861802,123.21852358649758,84.9015484417186,103.65706062316895,128.30736020032097,92.26372948814841,123.44642939287074,88.43860166213092
2294,Vauxhall,4,53,3673.876,0.014,-43.381,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1440.55454508,78.5819961,162.343622,Urban,U,1,S,129.33480072021484,123.37354532877605,85.41496817270915,104.33208274841309,129.1034081776937,92.85680675506592,124.24464861551921,89.01416619618733
2295,Vauxhall,12,53,3673.876,0.014,-43.381,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1440.55454508,78.5819961,162.343622,Urban,U,1,S,148.7266344754201,132.8371993730653,123.36559597951062,153.23147237525797,187.41806116643943,135.4263990870062,181.0086609462522,129.49950970343824
2296,Venture,4,8,1241.13,0.006,60.023,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1559.11798859,87.0408978,169.359622,Urban,U,1,E,107.01591348648071,126.25201606750488,100.82799005508423,123.43362522125244,153.64406394958496,109.6066689491272,146.8363790512085,105.6978964805603
2297,Vicarage,3,0,305.073,0,-0.75,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1467.43282645,75.073095,162.5531055,Rural,R,0,N,106.84997365012097,126.82430734207381,101.09142360402576,123.82496791099435,154.10884139786904,109.89198462642841,147.23303678142491,105.98065868776236
2298,Vicarage,4,0,305.073,0,-0.75,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1467.43282645,75.073095,162.5531055,Rural,R,0,N,108.49871063232422,127.08501434326172,102.05202102661133,125.19059753417969,155.7107696533203,111.00867462158203,148.72663116455078,107.04259490966797
2299,Vicarage,5,0,305.073,0,-0.75,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1467.43282645,75.073095,162.5531055,Rural,R,0,N,123.28888979825106,113.5201205629291,106.56787964791963,132.8726894494259,162.14991898970172,116.80193213260534,157.09304763331556,112.64271892200817
2300,Vineyard,1,3,778.856,0.004,38.826,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1335.64283663,71.0698669,154.1595262,Rural,R,0,S,119.80550095841691,113.58056042645428,106.48410487819362,132.74980617213893,162.0012000831398,116.71547018515098,156.96918590648755,112.55963897705078
2301,Vineyard,4,3,778.856,0.004,38.826,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1335.64283663,71.0698669,154.1595262,Rural,R,0,S,125.28506961398655,112.67253112792969,106.09719340006511,132.30230780707464,161.45208943684895,116.2745366414388,156.41285909016926,112.15363210042318
2302,Vineyard Plantation,16,0,398.322,0,7.568,0,Clay Soils,C,4,Unknown,E,5,U,U,6,U,1341.6987915,70.6595078,153.67410279999999,Rural,R,0,S,120.98663613455636,113.86294555664062,106.8167508806501,133.16424778529577,162.5076930454799,117.08231680733817,157.45130484444755,112.90215563092913
2303,Vineyard Tenantry,4,0,212.905,0,26.281,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1334.93290202,71.7302755,154.8544718,Rural,R,0,S,137.1841779436384,129.4198499407087,120.73061643327985,149.4611533028739,182.72665950230189,132.51698303222656,177.23337772914343,126.87268502371651
2304,Wakefield Tenantry,4,0,136.541,0,30.457,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1471.88708496,86.0415497,167.656189,Urban,U,1,E,137.08737182617187,129.40478515625,120.66201527913411,149.3817138671875,182.63033040364584,132.4397226969401,177.13306172688803,126.80230331420898
2305,Wakefield Tenantry,9,0,136.541,0,30.457,0,Kandoid Clay,K,3,1970-1996,B,2,D,D,3,I,1471.88708496,86.0415497,167.656189,Urban,U,1,E,130.1074119567871,129.9601188659668,105.29566650390625,129.41578063964843,159.5639175415039,115.13362770080566,153.74642105102538,110.27335510253906
2306,Walkers,3,0,326.548,0,-10.987,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1521.83990072,86.9395948,169.546021,Urban,U,1,W,130.44151484501828,129.86119911887428,105.2037619058188,129.3063701282848,159.42504783729453,115.03965462028206,153.6196839964235,110.18513974276456
2307,Walkers,4,0,326.548,0,-10.987,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1521.83990072,86.9395948,169.546021,Urban,U,1,W,131.99180908203124,129.38904418945313,104.49636840820312,128.4552225748698,158.33214213053387,114.2895263671875,152.6368143717448,109.48419596354167
2308,Walkers,10,0,326.548,0,-10.987,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1521.83990072,86.9395948,169.546021,Urban,U,1,W,125.10826873779297,125.2720947265625,109.79588317871094,135.80189514160156,168.20118713378906,119.74610137939453,160.74058532714844,115.44007873535156
2309,Walkers North,2,0,5.307,0,-8.105,0,Scotland District Soils,O,6,Unknown,E,5,G,G,2,I,1454.07095976,79.3924024,165.3730166,Rural,R,0,N,123.39345437509043,124.22559540360062,106.84805990148473,131.97483571370444,163.65013094301577,116.38888634575738,156.2620233606409,112.23904037475586
2310,Walkers North,3,0,5.307,0,-8.105,0,Scotland District Soils,O,6,Unknown,E,5,G,G,2,I,1454.07095976,79.3924024,165.3730166,Rural,R,0,N,118.93600387573242,123.28315887451171,104.72906227111817,129.0100425720215,160.1072998046875,113.97038955688477,153.00267868041993,109.91748008728027
2311,Walkers North,4,0,5.307,0,-8.105,0,Scotland District Soils,O,6,Unknown,E,5,G,G,2,I,1454.07095976,79.3924024,165.3730166,Rural,R,0,N,122.36966705322266,123.54460906982422,105.34138488769531,130.01683044433594,161.30435180664062,114.6636962890625,153.9665069580078,110.58615112304687
2312,Walkers North,5,0,5.307,0,-8.105,0,Scotland District Soils,O,6,Unknown,E,5,G,G,2,I,1454.07095976,79.3924024,165.3730166,Rural,R,0,N,120.82552194595337,123.4783878326416,105.0119104385376,129.5104694366455,160.69880390167236,114.2893967628479,153.45187759399414,110.2248649597168
2313,Walkers North,6,0,5.307,0,-8.105,0,Scotland District Soils,O,6,Unknown,E,5,G,G,2,I,1454.07095976,79.3924024,165.3730166,Rural,R,0,N,133.9401375906808,128.67303030831474,103.5766111101423,127.31817190987724,156.92236546107702,113.29809243338448,151.31347002301897,108.54098619733539
2314,Walkers Valley,4,0,305.451,0,12.203,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1515.76485257,85.7781341,168.3676549,Urban,U,1,W,114.89257907867432,111.7450459798177,93.35651763280232,115.93326743443806,141.97352345784506,102.13313420613606,137.4208606084188,98.54107888539632
2315,Walronds,3,0,533.521,0,-38.379,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1371.11566162,69.8134975,153.2928581,Urban,U,1,S,114.02762222290039,111.75855178833008,92.73299026489258,115.16753234863282,141.03616333007813,101.4245391845703,136.50572967529297,97.88412704467774
2316,Walronds,4,0,533.521,0,-38.379,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1371.11566162,69.8134975,153.2928581,Urban,U,1,S,112.25987729159269,119.0485673384233,125.82272685657848,155.0216203169389,190.38568115234375,137.71690784801137,183.7870497270064,132.02958540482953
2317,Wanstead,3,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,111.79643519083659,118.90725728352865,125.81130686442057,155.00144215901693,190.3622620646159,137.7039944458008,183.76992248535157,132.01724650065105
2318,Wanstead,4,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,111.93901236397879,118.95176151820591,125.65611485072544,154.75356052943638,190.0646458217076,137.52997087751115,183.5370840890067,131.84912937709262
2319,Wanstead,6,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,109.71777700870595,118.32719567481507,125.79501683661279,154.87787417148022,190.21638845890126,137.68165880568483,183.74161740566822,131.99668657018782
2320,Wanstead,8,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,109.29100036621094,118.24591827392578,124.20957565307617,152.70111083984375,187.60398864746094,135.90860748291016,181.36907196044922,130.28382110595703
2321,Wanstead,10,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,110.43870239257812,118.51069946289063,124.14557037353515,152.62347412109375,187.51036987304687,135.83768615722656,181.27398986816405,130.21521606445313
2322,Wanstead,12,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,113.05891265869141,119.31435089111328,123.43889007568359,151.782373046875,186.50016174316406,135.05993041992187,180.23085021972656,129.46260986328124
2323,Wanstead,15,1,161.176,0.006,27.506,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.21745605,74.7773514,165.9187988,Urban,U,1,W,131.87682679642077,123.222148629122,84.08974137417106,102.53854050747184,127.02837105684502,91.30785281159157,122.12638260597406,87.48622078119323
2324,Warners Park,4,0,1683.642,0,67.006,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1439.0826416,79.5094757,163.8982315,Urban,U,1,S,131.78030649820963,123.74159622192383,84.51912053426106,103.07725270589192,127.68207422892253,91.79625701904297,122.76734288533528,87.94874064127605
2325,Warners Park,6,0,1683.642,0,67.006,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1439.0826416,79.5094757,163.8982315,Urban,U,1,S,131.792724609375,123.78934478759766,84.55860900878906,103.12378692626953,127.73872375488281,91.84113311767578,122.826171875,87.99119567871094
2326,Warners Park,10,0,1683.642,0,67.006,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1439.0826416,79.5094757,163.8982315,Urban,U,1,S,131.5072219848633,122.6828742980957,83.42144622802735,101.66179504394532,125.98187408447265,90.5402099609375,121.10507202148437,86.74923400878906
2327,Warners Terrace,3,0,138.14,0,71.633,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1439.35006714,79.4587536,164.0480893,Urban,U,1,S,133.1945212666114,122.99593778830676,83.47058220484747,101.6682091717744,126.0240817812819,90.5811319015733,121.13113322809114,86.76769528796325
2328,Warners Terrace,4,0,138.14,0,71.633,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1439.35006714,79.4587536,164.0480893,Urban,U,1,S,118.65690682858838,121.57930646623883,125.29334009910116,154.389494448292,189.7545715643435,137.1863230491171,183.0649627374143,131.50679825763314
2329,Warrens,4,9,187.225,0.048,20.303,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1469.53884277,77.8332053,167.9822148,Urban,U,1,W,119.66296895345052,121.33842213948567,124.66530439588759,153.57830980088977,188.75731235080295,136.49453904893664,182.1386193169488,130.84000142415366
2330,Warrens,6,9,187.225,0.048,20.303,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1469.53884277,77.8332053,167.9822148,Urban,U,1,W,118.68264839865945,121.64118055863814,125.21820207075639,154.25949235395953,189.60171370072797,137.1033935546875,182.95377280495384,131.42649702592328
2331,Warrens,8,9,187.225,0.048,20.303,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1469.53884277,77.8332053,167.9822148,Urban,U,1,W,117.67811936598558,121.82865260197566,125.7819601205679,154.97332881047174,190.47972341684195,137.7227325439453,183.78365736741287,132.02374854454627
2332,Warrens,10,9,187.225,0.048,20.303,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1469.53884277,77.8332053,167.9822148,Urban,U,1,W,115.61139734779915,121.4849540896532,127.29026236185213,157.11159012957316,193.03130173101658,139.3908836550829,186.01921342058878,133.63657211675877
2333,Warrens Heights,4,0,1124.982,0,-1.872,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1461.55505371,76.9757843,167.5114784,Urban,U,1,W,116.91412353515625,121.79663848876953,126.12100219726562,155.4213409423828,191.00892639160156,138.0985107421875,184.28700256347656,132.38719177246094
2334,Warrens Heights,8,0,1124.982,0,-1.872,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1461.55505371,76.9757843,167.5114784,Urban,U,1,W,116.91412353515625,121.79663848876953,126.12100219726562,155.4213409423828,191.00892639160156,138.0985107421875,184.28700256347656,132.38719177246094
2335,Warrens Heights,10,0,1124.982,0,-1.872,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1461.55505371,76.9757843,167.5114784,Urban,U,1,W,116.91412353515625,121.79663848876953,126.25750732421875,155.6265869140625,191.26166534423828,138.24813079833984,184.487548828125,132.53144073486328
2336,Warrens Heights,16,0,1124.982,0,-1.872,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1461.55505371,76.9757843,167.5114784,Urban,U,1,W,120.5948471069336,121.3288340250651,124.16510213216146,152.95055287679037,187.99002888997396,135.94152323404947,181.39855244954427,130.30677744547526
2337,Warrens Park South,4,0,1017.075,0,28.14,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1466.19535319,77.8398458,167.921995,Urban,U,1,W,120.81764526367188,121.40366668701172,123.87346954345703,152.53226318359376,187.49522399902344,135.62120971679687,180.96910095214844,129.99691162109374
2338,Warrens Park South,6,0,1017.075,0,28.14,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1466.19535319,77.8398458,167.921995,Urban,U,1,W,120.22039794921875,121.43126678466797,124.21949005126953,152.9423828125,187.9967498779297,136.00314331054687,181.48033142089844,130.365234375
2339,Warrens Park South,8,0,1017.075,0,28.14,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1466.19535319,77.8398458,167.921995,Urban,U,1,W,120.96695709228516,121.39676666259766,123.7869644165039,152.4297332763672,187.36984252929687,135.52572631835937,180.84129333496094,129.9048309326172
